,001_turnover,002_morning_diff,003_ov_momentum,004_asym_ov,005_tug_of_war,006_rv_momentum,007,008,009,010,011,012,013,014,015,016,017,018,019
2025-03-03,0.11759935117599352,0.10624493106244931,0.072992700729927,0.08759124087591241,0.0851581508515815,0.16058394160583941,0.019464720194647202,0.047850770478507706,0.0186536901865369,0.0454176804541768,0.0113544201135442,0.0113544201135442,0.008921330089213302,0.025141930251419302,0.0227088402270884,0.040551500405515,0.04460665044606651,0.04460665044606651,0.029197080291970802
2025-03-04,0.119281045751634,0.10375816993464053,0.07107843137254902,0.08660130718954248,0.08741830065359477,0.15931372549019607,0.02287581699346405,0.049836601307189546,0.02287581699346405,0.03839869281045752,0.012254901960784314,0.010620915032679739,0.013888888888888888,0.021241830065359478,0.026143790849673203,0.049836601307189546,0.042483660130718956,0.03676470588235294,0.025326797385620915
2025-03-05,0.12045270816491511,0.10428455941794665,0.07275666936135812,0.09862570735650768,0.07599029911075182,0.16248989490703314,0.016168148746968473,0.04931285367825384,0.0137429264349232,0.03799514955537591,0.010509296685529508,0.010509296685529508,0.012934518997574777,0.016976556184316895,0.025869037995149554,0.05173807599029911,0.0444624090541633,0.041228779304769606,0.03395311236863379
2025-03-06,0.1192,0.1024,0.072,0.084,0.0784,0.168,0.0192,0.052,0.016,0.0392,0.0112,0.0128,0.0144,0.02,0.0224,0.048,0.0464,0.044,0.0304
2025-03-07,0.12979591836734694,0.11020408163265306,0.07020408163265306,0.09224489795918367,0.07591836734693877,0.15918367346938775,0.017959183673469388,0.04897959183673469,0.012244897959183673,0.03918367346938775,0.008979591836734694,0.012244897959183673,0.009795918367346938,0.022040816326530613,0.0236734693877551,0.05061224489795919,0.04979591836734694,0.037551020408163265,0.029387755102040815
2025-03-10,0.11358024691358025,0.1102880658436214,0.07654320987654321,0.09053497942386832,0.07407407407407407,0.16049382716049382,0.027983539094650206,0.047736625514403296,0.01810699588477366,0.04609053497942387,0.011522633744855968,0.010699588477366255,0.01316872427983539,0.019753086419753086,0.022222222222222223,0.047736625514403296,0.03786008230452675,0.040329218106995884,0.031275720164609055
2025-03-11,0.1254125412541254,0.11056105610561057,0.07178217821782178,0.09158415841584158,0.07920792079207921,0.15181518151815182,0.018976897689768978,0.05033003300330033,0.012376237623762377,0.04372937293729373,0.010726072607260726,0.010726072607260726,0.014026402640264026,0.02145214521452145,0.022277227722772276,0.0462046204620462,0.04867986798679868,0.0429042904290429,0.027227722772277228
2025-03-12,0.10534979423868313,0.11275720164609053,0.0757201646090535,0.08724279835390947,0.08395061728395062,0.15637860082304528,0.01728395061728395,0.05102880658436214,0.015637860082304528,0.04197530864197531,0.009876543209876543,0.012345679012345678,0.014814814814814815,0.01728395061728395,0.023045267489711935,0.04938271604938271,0.048559670781893,0.048559670781893,0.02880658436213992
2025-03-13,0.11898940505297473,0.10676446617766912,0.07253463732681337,0.08964955175224124,0.08475957620211899,0.14995925020374898,0.018744906275468622,0.04971475142624287,0.014669926650366748,0.04319478402607987,0.010594947025264874,0.013039934800325998,0.013039934800325998,0.019559902200488997,0.018744906275468622,0.04971475142624287,0.044009779951100246,0.05134474327628362,0.030969845150774247
2025-03-14,0.11472742066720912,0.10577705451586655,0.07160292921074043,0.0838079739625712,0.08462164361269324,0.1497152156224573,0.024410089503661515,0.045565500406834825,0.01790073230268511,0.045565500406834825,0.013832384052074858,0.011391375101708706,0.02115541090317331,0.01627339300244101,0.01871440195280716,0.05044751830756713,0.04800650935720097,0.04149715215622457,0.03498779495524817
2025-03-17,0.11282467532467533,0.11201298701298701,0.08198051948051949,0.09090909090909091,0.07792207792207792,0.16071428571428573,0.017045454545454544,0.05194805194805195,0.01461038961038961,0.045454545454545456,0.012175324675324676,0.01461038961038961,0.016233766233766232,0.015422077922077922,0.022727272727272728,0.03896103896103896,0.04301948051948052,0.037337662337662336,0.03409090909090909
2025-03-18,0.12285012285012285,0.10237510237510238,0.08108108108108109,0.085995085995086,0.07862407862407862,0.1638001638001638,0.02293202293202293,0.049959049959049956,0.014742014742014743,0.043407043407043405,0.00819000819000819,0.012285012285012284,0.015561015561015561,0.02457002457002457,0.018837018837018837,0.043407043407043405,0.04504504504504504,0.03849303849303849,0.027846027846027847
2025-03-19,0.11437908496732026,0.1119281045751634,0.07924836601307189,0.08333333333333333,0.08088235294117647,0.16666666666666666,0.025326797385620915,0.0457516339869281,0.015522875816993464,0.04493464052287582,0.008169934640522876,0.015522875816993464,0.0196078431372549,0.018790849673202614,0.018790849673202614,0.04656862745098039,0.042483660130718956,0.04084967320261438,0.021241830065359478
2025-03-20,0.11551155115511551,0.11303630363036303,0.07838283828382839,0.08663366336633663,0.07673267326732673,0.16584158415841585,0.02557755775577558,0.04867986798679868,0.015676567656765675,0.041254125412541254,0.00825082508250825,0.01485148514851485,0.0165016501650165,0.0165016501650165,0.015676567656765675,0.04785478547854786,0.04207920792079208,0.040429042904290426,0.03052805280528053
2025-03-21,0.12,0.10775510204081633,0.07346938775510205,0.08489795918367347,0.07755102040816327,0.15836734693877552,0.017959183673469388,0.053877551020408164,0.0163265306122449,0.04244897959183674,0.008979591836734694,0.008979591836734694,0.024489795918367346,0.0163265306122449,0.018775510204081632,0.045714285714285714,0.05061224489795919,0.04,0.03346938775510204
2025-03-24,0.11716842961757526,0.10659072416598861,0.07485760781122865,0.07892595606183889,0.0821806346623271,0.15785191212367777,0.025223759153783564,0.05044751830756713,0.01627339300244101,0.047192839707078924,0.011391375101708706,0.012205044751830757,0.02034174125305126,0.013018714401952807,0.01952807160292921,0.044751830756712775,0.047192839707078924,0.04800650935720097,0.026851098454027666
2025-03-25,0.11382113821138211,0.1040650406504065,0.07804878048780488,0.08130081300813008,0.07886178861788617,0.16341463414634147,0.02032520325203252,0.04715447154471545,0.01788617886178862,0.05040650406504065,0.012195121951219513,0.012195121951219513,0.016260162601626018,0.015447154471544716,0.02195121951219512,0.04552845528455285,0.04796747967479675,0.04390243902439024,0.02926829268292683
2025-03-26,0.1073170731707317,0.108130081300813,0.07804878048780488,0.07967479674796749,0.07723577235772358,0.16422764227642275,0.022764227642276424,0.04959349593495935,0.01788617886178862,0.04796747967479675,0.008130081300813009,0.013008130081300813,0.023577235772357725,0.02113821138211382,0.01707317073170732,0.05040650406504065,0.04959349593495935,0.03739837398373984,0.026829268292682926
2025-03-27,0.11211871393239901,0.11624072547403133,0.08656224237427865,0.08244023083264633,0.07996702390766694,0.1483924154987634,0.023083264633140973,0.0494641384995878,0.01978565539983512,0.046166529266281946,0.00989282769991756,0.013190436933223413,0.01483924154987634,0.016488046166529265,0.016488046166529265,0.0494641384995878,0.043693322341302555,0.046166529266281946,0.025556471558120363
2025-03-28,0.11449752883031301,0.10955518945634267,0.07660626029654036,0.08237232289950576,0.08237232289950576,0.15074135090609556,0.025535420098846788,0.05271828665568369,0.01729818780889621,0.044481054365733116,0.01070840197693575,0.01070840197693575,0.02059308072487644,0.018121911037891267,0.018945634266886325,0.04612850082372323,0.04612850082372323,0.044481054365733116,0.02800658978583196
2025-03-31,0.11384111384111384,0.11138411138411139,0.07616707616707617,0.08681408681408681,0.08108108108108109,0.15724815724815724,0.022113022113022112,0.0475020475020475,0.02375102375102375,0.049959049959049956,0.011466011466011465,0.013104013104013105,0.0171990171990172,0.0171990171990172,0.020475020475020474,0.04095004095004095,0.043407043407043405,0.04095004095004095,0.025389025389025387
2025-04-01,0.11745513866231648,0.11011419249592169,0.07504078303425775,0.08238172920065252,0.07830342577487764,0.1566068515497553,0.028548123980424143,0.05057096247960848,0.01468189233278956,0.048939641109298535,0.009787928221859706,0.009787928221859706,0.018760195758564437,0.01631321370309951,0.017128874388254486,0.048939641109298535,0.04567699836867863,0.041598694942903754,0.02936378466557912
2025-04-02,0.11454102355808286,0.11129163281884646,0.07961007311129163,0.07717303005686434,0.07148659626320066,0.16165718927701056,0.025995125913891144,0.050365556458164096,0.01868399675060926,0.04305442729488221,0.007311129163281885,0.012185215272136474,0.022745735174654752,0.021121039805036556,0.017871649065800164,0.048740861088545896,0.04467912266450041,0.04224207961007311,0.02924451665312754
2025-04-03,0.11658456486042693,0.10344827586206896,0.0812807881773399,0.07963875205254516,0.07389162561576355,0.15845648604269294,0.027093596059113302,0.048440065681444995,0.019704433497536946,0.05008210180623974,0.006568144499178982,0.013957307060755337,0.018883415435139574,0.018883415435139574,0.021346469622331693,0.05008210180623974,0.046798029556650245,0.03940886699507389,0.025451559934318555
2025-04-07,0.1151662611516626,0.10867802108678021,0.08110300081103,0.08029197080291971,0.07948094079480941,0.16463909164639093,0.0186536901865369,0.046228710462287104,0.012165450121654502,0.0454176804541768,0.004866180048661801,0.009732360097323601,0.0170316301703163,0.019464720194647202,0.0186536901865369,0.05596107055961071,0.04866180048661801,0.042984590429845905,0.030819140308191405
2025-04-08,0.1133768352365416,0.11011419249592169,0.08401305057096248,0.08809135399673736,0.07911908646003263,0.15171288743882544,0.024469820554649267,0.05138662316476346,0.01794453507340946,0.04567699836867863,0.00897226753670473,0.011419249592169658,0.018760195758564437,0.02202283849918434,0.01468189233278956,0.0464926590538336,0.04812398042414356,0.03833605220228385,0.02528548123980424
2025-04-09,0.12071778140293637,0.1068515497553018,0.07504078303425775,0.07911908646003263,0.07911908646003263,0.15252854812398042,0.020391517128874388,0.04812398042414356,0.017128874388254486,0.04567699836867863,0.011419249592169658,0.008156606851549755,0.01957585644371941,0.015497553017944535,0.02365415986949429,0.05301794453507341,0.049755301794453505,0.0432300163132137,0.03099510603588907
2025-04-10,0.12591389114541024,0.11454102355808286,0.07717303005686434,0.07798537774167344,0.07961007311129163,0.15597075548334688,0.020308692120227456,0.045491470349309504,0.016246953696181964,0.047116165718927704,0.008935824532900082,0.007311129163281885,0.017059301380991064,0.01949634443541836,0.020308692120227456,0.050365556458164096,0.045491470349309504,0.041429731925264016,0.02924451665312754
2025-04-11,0.11554109031733116,0.10984540276647681,0.07811228641171684,0.08624898291293735,0.07973962571196094,0.1594792514239219,0.015459723352318959,0.04800650935720097,0.013832384052074858,0.045565500406834825,0.009764035801464606,0.009764035801464606,0.014646053702196907,0.01790073230268511,0.01871440195280716,0.05451586655817738,0.047192839707078924,0.045565500406834825,0.030105777054515868
2025-04-14,0.1104746317512275,0.11783960720130933,0.08428805237315876,0.08019639934533551,0.07692307692307693,0.1579378068739771,0.019639934533551555,0.05073649754500818,0.016366612111292964,0.045008183306055646,0.009819967266775777,0.012274959083469721,0.016366612111292964,0.020458265139116204,0.020458265139116204,0.046644844517184945,0.041734860883797055,0.04582651391162029,0.027004909983633387
2025-04-15,0.11283728536385937,0.1169255928045789,0.08258381030253475,0.08340147179067865,0.07031888798037612,0.15126737530662307,0.02125919869174162,0.04987735077677841,0.011447260834014717,0.044971381847914965,0.009811937857726901,0.011447260834014717,0.013900245298446443,0.018806214227309895,0.022076860179885527,0.056418642681929684,0.047424366312346686,0.047424366312346686,0.027800490596892886
2025-04-16,0.12211221122112212,0.10891089108910891,0.07508250825082509,0.07755775577557755,0.07920792079207921,0.15676567656765678,0.022277227722772276,0.0462046204620462,0.0165016501650165,0.04867986798679868,0.009900990099009901,0.005775577557755775,0.017326732673267328,0.02145214521452145,0.02145214521452145,0.05033003300330033,0.04537953795379538,0.0429042904290429,0.03217821782178218
2025-04-17,0.11510204081632654,0.11836734693877551,0.07265306122448979,0.08653061224489796,0.08,0.1526530612244898,0.02040816326530612,0.0473469387755102,0.015510204081632653,0.04897959183673469,0.010612244897959184,0.012244897959183673,0.015510204081632653,0.019591836734693877,0.017142857142857144,0.05061224489795919,0.04244897959183674,0.04326530612244898,0.031020408163265307
2025-04-18,0.12163265306122449,0.11346938775510204,0.07346938775510205,0.0783673469387755,0.08489795918367347,0.15755102040816327,0.022040816326530613,0.04653061224489796,0.017142857142857144,0.04979591836734694,0.00816326530612245,0.015510204081632653,0.011428571428571429,0.022040816326530613,0.02040816326530612,0.04653061224489796,0.04081632653061224,0.03836734693877551,0.03183673469387755
2025-04-21,0.1199021207177814,0.11174551386623165,0.08075040783034258,0.08401305057096248,0.0799347471451876,0.15089722675367048,0.01957585644371941,0.05138662316476346,0.012234910277324634,0.052202283849918436,0.009787928221859706,0.009787928221859706,0.012234910277324634,0.017128874388254486,0.01957585644371941,0.048939641109298535,0.04567699836867863,0.04404567699836868,0.030179445350734094
2025-04-22,0.1237785016286645,0.11319218241042345,0.07654723127035831,0.0749185667752443,0.07980456026058631,0.15228013029315962,0.02280130293159609,0.04804560260586319,0.015472312703583062,0.04804560260586319,0.010586319218241042,0.008957654723127036,0.008957654723127036,0.02035830618892508,0.025244299674267102,0.05374592833876222,0.04804560260586319,0.041530944625407164,0.02768729641693811
2025-04-23,0.11074918566775244,0.10830618892508144,0.07980456026058631,0.08143322475570032,0.08061889250814332,0.15960912052117263,0.02687296416938111,0.0496742671009772,0.014657980456026058,0.0496742671009772,0.011400651465798045,0.014657980456026058,0.013843648208469055,0.017915309446254073,0.017915309446254073,0.046416938110749185,0.04315960912052117,0.04560260586319218,0.02768729641693811
2025-04-24,0.12,0.11428571428571428,0.08,0.08,0.07346938775510205,0.14775510204081632,0.026122448979591838,0.04897959183673469,0.017959183673469388,0.04979591836734694,0.011428571428571429,0.00816326530612245,0.014693877551020407,0.014693877551020407,0.018775510204081632,0.045714285714285714,0.04653061224489796,0.04816326530612245,0.03346938775510204
2025-04-25,0.11716842961757526,0.11798209926769732,0.0821806346623271,0.08462164361269324,0.07729861676159479,0.15459723352318958,0.029292107404393815,0.044751830756712775,0.01627339300244101,0.04963384865744508,0.008950366151342554,0.008950366151342554,0.015459723352318959,0.01871440195280716,0.014646053702196907,0.045565500406834825,0.047192839707078924,0.03661513425549227,0.030105777054515868
2025-04-28,0.11156022635408246,0.10832659660468877,0.07841552142279709,0.08649959579628133,0.07518189167340339,0.15844785772029102,0.030719482619240096,0.04688763136620857,0.012934518997574777,0.04850444624090541,0.0064672594987873885,0.012126111560226353,0.014551333872271624,0.02021018593371059,0.015359741309620048,0.0549717057396928,0.046079223928860144,0.04688763136620857,0.025869037995149554
2025-04-29,0.11237785016286644,0.11726384364820847,0.07980456026058631,0.07899022801302931,0.07899022801302931,0.16530944625407165,0.02280130293159609,0.04560260586319218,0.016286644951140065,0.05863192182410423,0.007328990228013029,0.008143322475570033,0.017915309446254073,0.017915309446254073,0.017915309446254073,0.04478827361563518,0.04071661237785016,0.04478827361563518,0.024429967426710098
2025-04-30,0.10139002452984465,0.11447260834014718,0.08094848732624693,0.08340147179067865,0.08176614881439084,0.15944399018806213,0.02044153720359771,0.05233033524121014,0.019623875715453803,0.0482420278004906,0.008994276369582993,0.014717906786590351,0.014717906786590351,0.017988552739165987,0.014717906786590351,0.05233033524121014,0.03515944399018806,0.0482420278004906,0.03107113654946852
2025-05-06,0.11156351791530944,0.11400651465798045,0.0732899022801303,0.08143322475570032,0.08143322475570032,0.16042345276872963,0.018729641693811076,0.050488599348534204,0.013029315960912053,0.05130293159609121,0.009771986970684038,0.010586319218241042,0.014657980456026058,0.021172638436482084,0.021172638436482084,0.04804560260586319,0.043973941368078175,0.046416938110749185,0.028501628664495113
2025-05-07,0.10638297872340426,0.11211129296235679,0.08101472995090016,0.08265139116202946,0.08265139116202946,0.16366612111292964,0.028641571194762683,0.04991816693944354,0.018821603927986905,0.04991816693944354,0.007364975450081833,0.01309328968903437,0.015548281505728314,0.02127659574468085,0.010638297872340425,0.04828150572831424,0.03436988543371522,0.045008183306055646,0.028641571194762683
2025-05-08,0.11807817589576547,0.10993485342019543,0.08550488599348534,0.0781758957654723,0.07654723127035831,0.15960912052117263,0.026058631921824105,0.0496742671009772,0.010586319218241042,0.04478827361563518,0.009771986970684038,0.012214983713355049,0.013843648208469055,0.021172638436482084,0.01710097719869707,0.05537459283387622,0.039902280130293157,0.04071661237785016,0.030944625407166124
2025-05-09,0.11389337641357028,0.10420032310177706,0.07673667205169628,0.08481421647819062,0.07673667205169628,0.1591276252019386,0.024232633279483037,0.04604200323101777,0.016962843295638127,0.050080775444264945,0.006462035541195477,0.01615508885298869,0.015347334410339256,0.020193861066235864,0.017770597738287562,0.05654281098546042,0.04361873990306947,0.0444264943457189,0.02665589660743134
2025-05-12,0.11563517915309446,0.11074918566775244,0.07736156351791532,0.08306188925081433,0.0749185667752443,0.15146579804560262,0.02687296416938111,0.04723127035830619,0.01710097719869707,0.050488599348534204,0.009771986970684038,0.012214983713355049,0.017915309446254073,0.023615635179153095,0.019543973941368076,0.050488599348534204,0.03908794788273615,0.046416938110749185,0.026058631921824105
2025-05-13,0.10445344129554655,0.1076923076923077,0.0728744939271255,0.07530364372469636,0.07530364372469636,0.15789473684210525,0.027530364372469637,0.055870445344129556,0.01862348178137652,0.05101214574898785,0.013765182186234818,0.017813765182186234,0.013765182186234818,0.017813765182186234,0.021052631578947368,0.04696356275303644,0.04291497975708502,0.04696356275303644,0.032388663967611336
2025-05-14,0.10904684975767366,0.1098546042003231,0.0791599353796446,0.07835218093699516,0.0840064620355412,0.15347334410339256,0.025848142164781908,0.046849757673667204,0.020193861066235864,0.05411954765751212,0.012116316639741519,0.015347334410339256,0.009693053311793215,0.018578352180936994,0.014539579967689823,0.05411954765751212,0.03877221324717286,0.046849757673667204,0.029079159935379646
2025-05-15,0.10804224207961008,0.11129163281884646,0.07717303005686434,0.08448415922014622,0.08367181153533712,0.16165718927701056,0.024370430544272948,0.047116165718927704,0.016246953696181964,0.0479285134037368,0.008123476848090982,0.01462225832656377,0.015434606011372868,0.021121039805036556,0.01868399675060926,0.04955320877335499,0.03574329813160033,0.048740861088545896,0.025995125913891144
2025-05-16,0.11012861736334405,0.10048231511254019,0.08118971061093247,0.0860128617363344,0.08440514469453377,0.1535369774919614,0.023311897106109324,0.05144694533762058,0.01527331189710611,0.04903536977491962,0.013665594855305467,0.013665594855305467,0.02009646302250804,0.016881028938906754,0.012861736334405145,0.0522508038585209,0.03938906752411576,0.05064308681672026,0.02572347266881029
2025-05-19,0.10766721044045677,0.11011419249592169,0.07911908646003263,0.08564437194127243,0.08238172920065252,0.1533442088091354,0.02202283849918434,0.05057096247960848,0.020391517128874388,0.05057096247960848,0.010603588907014683,0.012234910277324634,0.013050570962479609,0.018760195758564437,0.010603588907014683,0.049755301794453505,0.04404567699836868,0.04730831973898858,0.03181076672104405
2025-05-20,0.11637239165329052,0.11476725521669343,0.08025682182985554,0.07945425361155699,0.08667736757624397,0.1508828250401284,0.02247191011235955,0.0521669341894061,0.012841091492776886,0.05056179775280899,0.008025682182985553,0.014446227929373997,0.018459069020866775,0.019261637239165328,0.014446227929373997,0.04333868378812199,0.038523274478330656,0.045746388443017656,0.03130016051364366
2025-05-21,0.1100244498777506,0.1100244498777506,0.07579462102689487,0.08557457212713937,0.07905460472697637,0.15403422982885084,0.02444987775061125,0.05215973920130399,0.018744906275468622,0.0488997555012225,0.008149959250203748,0.014669926650366748,0.014669926650366748,0.017929910350448247,0.016299918500407497,0.05215973920130399,0.040749796251018745,0.04156479217603912,0.03504482477587612
2025-05-22,0.11931818181818182,0.1112012987012987,0.08198051948051949,0.07224025974025974,0.07873376623376624,0.15178571428571427,0.026785714285714284,0.048701298701298704,0.013798701298701298,0.05357142857142857,0.011363636363636364,0.012175324675324676,0.018668831168831168,0.021103896103896104,0.016233766233766232,0.052759740259740256,0.03977272727272727,0.04301948051948052,0.026785714285714284
2025-05-23,0.107457898957498,0.1090617481956696,0.07698476343223737,0.08340016038492382,0.08340016038492382,0.15717722534081796,0.024859663191659984,0.05292702485966319,0.011226944667201283,0.061748195669607056,0.007217321571772253,0.012830793905372895,0.015236567762630313,0.014434643143544507,0.020048115477145148,0.05052125100240577,0.038492381716118684,0.04330392943063352,0.02967121090617482
2025-05-26,0.11960943856794141,0.11228641171684296,0.07892595606183889,0.08624898291293735,0.07892595606183889,0.1562245728234337,0.029292107404393815,0.05044751830756713,0.012205044751830757,0.05044751830756713,0.008950366151342554,0.013832384052074858,0.013832384052074858,0.013832384052074858,0.014646053702196907,0.04963384865744508,0.03905614320585842,0.045565500406834825,0.026037428803905614
2025-05-27,0.1076051779935275,0.11650485436893204,0.0784789644012945,0.07928802588996764,0.08414239482200647,0.15776699029126215,0.023462783171521034,0.049352750809061485,0.010517799352750809,0.05339805825242718,0.00889967637540453,0.013754045307443365,0.012944983818770227,0.013754045307443365,0.025080906148867314,0.05177993527508091,0.038834951456310676,0.04692556634304207,0.02750809061488673
2025-05-28,0.11256117455138662,0.11908646003262642,0.08564437194127243,0.08238172920065252,0.07830342577487764,0.1566068515497553,0.024469820554649267,0.0432300163132137,0.017128874388254486,0.05628058727569331,0.00897226753670473,0.015497553017944535,0.010603588907014683,0.017128874388254486,0.017128874388254486,0.044861337683523655,0.040783034257748776,0.0432300163132137,0.026101141924959218
2025-05-29,0.1100244498777506,0.11735941320293398,0.07986960065199673,0.07742461287693561,0.08231458842705787,0.15158924205378974,0.02689486552567237,0.05541972290138549,0.015484922575387123,0.05541972290138549,0.007334963325183374,0.013854930725346373,0.014669926650366748,0.020374898125509373,0.013854930725346373,0.04482477587612062,0.039119804400977995,0.044009779951100246,0.03015484922575387
2025-05-30,0.11482084690553745,0.10423452768729642,0.08143322475570032,0.07654723127035831,0.09039087947882736,0.1563517915309446,0.02687296416938111,0.04723127035830619,0.012214983713355049,0.05374592833876222,0.008143322475570033,0.010586319218241042,0.012214983713355049,0.021986970684039087,0.02280130293159609,0.050488599348534204,0.03257328990228013,0.04723127035830619,0.03013029315960912
2025-06-03,0.11947626841243862,0.11538461538461539,0.0851063829787234,0.08183306055646482,0.08428805237315876,0.1546644844517185,0.023731587561374796,0.049099836333878884,0.01800327332242226,0.05073649754500818,0.007364975450081833,0.01718494271685761,0.00900163666121113,0.018821603927986905,0.01800327332242226,0.04582651391162029,0.036824877250409165,0.041734860883797055,0.022913256955810146
2025-06-04,0.1100244498777506,0.11572942135289324,0.07986960065199673,0.08312958435207823,0.08394458027709861,0.1621841890790546,0.02444987775061125,0.04726976365118175,0.015484922575387123,0.05134474327628362,0.009779951100244499,0.014669926650366748,0.012224938875305624,0.023634881825590873,0.014669926650366748,0.04726976365118175,0.03830480847595762,0.03830480847595762,0.027709861450692746
2025-06-05,0.11731391585760517,0.11326860841423948,0.07524271844660194,0.08656957928802589,0.0889967637540453,0.13915857605177995,0.0186084142394822,0.04854368932038835,0.01779935275080906,0.049352750809061485,0.0186084142394822,0.012944983818770227,0.012135922330097087,0.020226537216828478,0.021035598705501618,0.043689320388349516,0.0412621359223301,0.04692556634304207,0.02831715210355987
2025-06-06,0.11544715447154472,0.11382113821138211,0.08292682926829269,0.07479674796747968,0.08536585365853659,0.15365853658536585,0.023577235772357725,0.052845528455284556,0.01869918699186992,0.05365853658536585,0.011382113821138212,0.014634146341463415,0.012195121951219513,0.01788617886178862,0.016260162601626018,0.043089430894308944,0.04390243902439024,0.04227642276422764,0.023577235772357725
2025-06-09,0.1176948051948052,0.125,0.07386363636363637,0.07954545454545454,0.07954545454545454,0.14853896103896103,0.025162337662337664,0.05113636363636364,0.012175324675324676,0.052759740259740256,0.010551948051948052,0.016233766233766232,0.013798701298701298,0.01461038961038961,0.01948051948051948,0.048701298701298704,0.045454545454545456,0.04220779220779221,0.02353896103896104
2025-06-10,0.11354420113544202,0.11354420113544202,0.07623682076236821,0.07380373073803731,0.09245742092457421,0.1467964314679643,0.021897810218978103,0.051094890510948905,0.014598540145985401,0.050283860502838604,0.0113544201135442,0.014598540145985401,0.013787510137875101,0.0186536901865369,0.023519870235198703,0.050283860502838604,0.042173560421735604,0.0454176804541768,0.025952960259529603
2025-06-11,0.11345218800648298,0.11912479740680713,0.06807131280388978,0.0753646677471637,0.08184764991896272,0.1547811993517018,0.025121555915721232,0.055915721231766614,0.019448946515397084,0.055105348460291734,0.01053484602917342,0.012155591572123177,0.013776337115072933,0.02188006482982172,0.013776337115072933,0.05186385737439222,0.03727714748784441,0.046191247974068074,0.024311183144246355
2025-06-12,0.11854838709677419,0.11048387096774194,0.075,0.08306451612903226,0.08387096774193549,0.15241935483870966,0.02661290322580645,0.050806451612903224,0.014516129032258065,0.055645161290322584,0.007258064516129033,0.012096774193548387,0.016129032258064516,0.020967741935483872,0.014516129032258065,0.05241935483870968,0.036290322580645164,0.04435483870967742,0.025
2025-06-13,0.11129032258064517,0.10806451612903226,0.07822580645161291,0.09112903225806451,0.08629032258064516,0.15,0.02338709677419355,0.05161290322580645,0.012903225806451613,0.05403225806451613,0.012903225806451613,0.008870967741935484,0.016935483870967744,0.017741935483870968,0.017741935483870968,0.050806451612903224,0.041935483870967745,0.043548387096774194,0.02258064516129032
2025-06-16,0.11219512195121951,0.11707317073170732,0.07967479674796749,0.08211382113821138,0.08130081300813008,0.16016260162601625,0.023577235772357725,0.05040650406504065,0.016260162601626018,0.056910569105691054,0.008130081300813009,0.012195121951219513,0.01788617886178862,0.01707317073170732,0.013008130081300813,0.04390243902439024,0.03333333333333333,0.05203252032520325,0.022764227642276424
2025-06-17,0.1192214111922141,0.10462287104622871,0.08029197080291971,0.08759124087591241,0.08596918085969181,0.15004055150040552,0.023519870235198703,0.046228710462287104,0.012165450121654502,0.054339010543390104,0.0072992700729927005,0.012976480129764802,0.019464720194647202,0.0170316301703163,0.012165450121654502,0.05271695052716951,0.040551500405515,0.047850770478507706,0.025952960259529603
2025-06-18,0.11783960720130933,0.1088379705400982,0.07528641571194762,0.08592471358428805,0.08346972176759411,0.16121112929623568,0.0220949263502455,0.05155482815057283,0.012274959083469721,0.05155482815057283,0.006546644844517185,0.014729950900163666,0.016366612111292964,0.019639934533551555,0.013911620294599018,0.05564648117839607,0.03436988543371522,0.04582651391162029,0.022913256955810146
2025-06-19,0.11449752883031301,0.11696869851729819,0.07742998352553541,0.07990115321252059,0.0757825370675453,0.15074135090609556,0.02471169686985173,0.048599670510708404,0.018945634266886325,0.051070840197693576,0.011532125205930808,0.018121911037891267,0.015650741350906095,0.023064250411861616,0.014827018121911038,0.04695222405271829,0.04036243822075782,0.045304777594728174,0.025535420098846788
2025-06-20,0.11798209926769732,0.11228641171684296,0.07811228641171684,0.08136696501220504,0.07973962571196094,0.15703824247355574,0.023596419853539462,0.047192839707078924,0.012205044751830757,0.05451586655817738,0.012205044751830757,0.014646053702196907,0.013018714401952807,0.026851098454027666,0.013832384052074858,0.05126118795768918,0.043938161106590726,0.04231082180634662,0.01790073230268511
2025-06-23,0.11201298701298701,0.12012987012987013,0.0689935064935065,0.08441558441558442,0.07711038961038962,0.1599025974025974,0.030844155844155844,0.048701298701298704,0.016233766233766232,0.05762987012987013,0.008928571428571428,0.015422077922077922,0.012987012987012988,0.02353896103896104,0.015422077922077922,0.041396103896103896,0.03409090909090909,0.04707792207792208,0.025162337662337664
2025-06-24,0.11912479740680713,0.11588330632090761,0.08508914100486224,0.08670988654781199,0.08022690437601297,0.15316045380875204,0.025121555915721232,0.046191247974068074,0.01539708265802269,0.04700162074554295,0.011345218800648298,0.012965964343598054,0.013776337115072933,0.019448946515397084,0.011345218800648298,0.04213938411669368,0.04213938411669368,0.04943273905996758,0.023500810372771474
2025-06-25,0.12101390024529844,0.11365494685200327,0.08340147179067865,0.07931316434995912,0.07849550286181521,0.16271463614063778,0.02125919869174162,0.056418642681929684,0.013900245298446443,0.04987735077677841,0.012264922322158627,0.013900245298446443,0.012264922322158627,0.022894521668029435,0.014717906786590351,0.044153720359771054,0.033524121013900246,0.041700735895339326,0.024529844644317254
2025-06-26,0.11711711711711711,0.11957411957411958,0.08271908271908272,0.08763308763308764,0.085995085995086,0.1457821457821458,0.020475020475020474,0.049959049959049956,0.009828009828009828,0.05405405405405406,0.009009009009009009,0.013923013923013924,0.013104013104013105,0.0171990171990172,0.011466011466011465,0.05405405405405406,0.036855036855036855,0.04586404586404586,0.025389025389025387
